CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
5478,Existing Customer,61,M,1,Graduate,Unknown,$40K - $60K,Blue,55,2,3,3,13705.0,1272,11692.0,0.761,7282,90,0.725,0.081,0.00028365,0.99972
5479,Existing Customer,31,M,1,Unknown,Single,$120K +,Blue,21,3,2,2,30052.0,825,29558.0,0.649,2335,58,0.605,0.029,0.00012142,0.99988
5480,Existing Customer,48,F,2,High School,Single,Less than $40K,Blue,40,6,2,4,2411.0,1663,790.0,0.485,1026,28,0.712,0.689,0.00028604,0.99971
5481,Existing Customer,35,F,1,College,Single,Unknown,Blue,36,4,3,2,8538.0,0,8537.0,0.629,4769,93,1.077,0.0,0.00017486,0.99983
5482,Attrited Customer,48,F,4,High School,Single,Less than $40K,Gold,39,2,3,4,15031.0,2517,14569.0,0.443,4062,64,0.388,0.171,0.99818,0.0018123
5483,Existing Customer,41,F,4,High School,Divorced,Unknown,Blue,31,4,3,4,3907.0,1533,2972.0,0.744,2319,86,0.722,0.344,0.00052608,0.99947
5484,Existing Customer,53,M,3,High School,Married,$80K - $120K,Blue,52,5,3,3,11057.0,1616,9353.0,0.906,1995,57,0.669,0.159,0.00030516,0.99969
5485,Existing Customer,43,F,2,Post-Graduate,Married,Unknown,Blue,35,1,3,2,6773.0,0,6873.0,0.888,4448,78,0.819,0.0,0.00026408,0.99974
5486,Existing Customer,46,M,3,College,Single,$80K - $120K,Silver,33,1,2,3,34516.0,1549,32062.0,0.646,7465,75,0.686,0.039,0.00017051,0.99983
5487,Attrited Customer,42,M,4,Graduate,Married,$80K - $120K,Blue,36,5,2,2,34516.0,2517,31999.0,0.378,6207,63,0.599,0.073,0.99509,0.00891
5488,Attrited Customer,43,F,4,Uneducated,Unknown,Less than $40K,Blue,36,3,3,2,6741.0,2000,5570.0,0.491,2296,46,0.644,0.339,0.99469,0.00531
5489,Existing Customer,49,F,4,College,Single,$40K - $60K,Blue,42,6,1,1,7614.0,0,7469.0,0.465,3573,70,0.592,0.0,3.696e-05,0.99996
5490,Existing Customer,48,F,2,Graduate,Married,$40K - $60K,Blue,36,2,4,1,2752.0,2268,1002.0,0.833,4521,81,0.869,0.63,0.00013328,0.99987
5491,Attrited Customer,56,M,1,High School,Single,$40K - $60K,Blue,50,4,4,3,8431.0,1125,6441.0,0.908,8919,66,0.433,0.101,0.99781,0.00319072
5492,Existing Customer,53,M,2,High School,Divorced,$120K +,Blue,47,3,4,3,13772.0,1025,12242.0,0.929,4980,85,0.756,0.091,0.0003083,0.99969
5493,Existing Customer,38,F,1,Uneducated,Unknown,Less than $40K,Blue,26,6,2,3,2665.0,1545,1086.0,1.299,1173,30,1.0,0.541,0.00010624,0.99989
5494,Existing Customer,58,M,1,Graduate,Single,Less than $40K,Blue,47,4,2,4,6581.0,1245,5201.0,0.544,5201,84,0.617,0.255,0.00030653,0.99969
5495,Existing Customer,42,M,4,Graduate,Married,$120K +,Blue,30,5,3,4,8177.0,1132,6043.0,0.51,4068,66,0.621,0.18,0.00054105,0.99946
5496,Existing Customer,57,M,1,Doctorate,Single,$60K - $80K,Blue,36,2,2,3,1955.0,1055,626.0,0.721,4044,76,0.526,0.78,0.00019664,0.9998
5497,Existing Customer,43,M,3,Unknown,Divorced,$80K - $120K,Blue,31,5,3,4,1516.0,1218,534.0,0.777,4345,82,0.849,0.766,0.00050783,0.99949
5498,Existing Customer,54,M,1,High School,Married,$120K +,Blue,38,4,3,3,32880.0,0,32515.0,1.528,1853,47,0.708,0.0,0.00027604,0.99972
5499,Attrited Customer,40,F,5,Unknown,Single,Less than $40K,Blue,30,4,3,1,1438.3,0,1438.3,1.18,2226,46,0.46,0.0,0.99211,0.00789
5500,Attrited Customer,45,F,5,Graduate,Single,Unknown,Blue,33,1,3,4,2586.0,1860,835.0,0.682,2008,50,0.532,0.664,0.99814,0.00186117
5501,Existing Customer,56,F,2,High School,Married,$40K - $60K,Blue,34,4,2,1,1438.3,0,1538.3,0.906,5695,68,0.759,0.0,6.672e-05,0.99993
5502,Existing Customer,36,F,2,Uneducated,Married,Unknown,Blue,17,6,3,3,6572.0,1299,5725.0,1.183,2935,58,0.608,0.162,0.00032275,0.99968
5503,Existing Customer,28,F,0,High School,Single,Less than $40K,Blue,32,5,2,1,1682.0,1450,443.0,1.211,2756,76,1.595,0.795,5.742e-05,0.99994
5504,Attrited Customer,59,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,28,4,2,4,1939.0,889,1179.0,0.48,2129,43,0.444,0.312,0.99705,0.00295649
5505,Existing Customer,51,F,0,Graduate,Single,$40K - $60K,Blue,42,6,2,2,2762.0,2283,624.0,1.162,4974,89,0.648,0.735,9.183e-05,0.99991
5506,Existing Customer,34,F,2,Graduate,Single,$40K - $60K,Blue,26,3,1,2,10010.0,1670,9592.0,0.734,4452,66,0.888,0.151,5.507e-05,0.99994
5507,Existing Customer,37,M,3,High School,Married,$60K - $80K,Blue,31,4,1,1,11116.0,2120,8983.0,0.749,1986,51,0.703,0.215,3.35e-05,0.99997
5508,Attrited Customer,47,M,2,College,Single,$40K - $60K,Blue,34,2,2,2,3584.0,1809,2252.0,0.71,2846,48,0.51,0.417,0.99137,0.00863
5509,Existing Customer,44,F,3,Graduate,Single,$40K - $60K,Silver,34,3,3,1,17975.0,1173,16665.0,0.81,4758,73,0.7,0.082,0.00010148,0.9999
5510,Existing Customer,59,F,1,Graduate,Single,$40K - $60K,Blue,36,6,1,2,1438.3,784,755.3,0.54,3653,74,0.676,0.492,5.115e-05,0.99995
5511,Existing Customer,41,F,3,High School,Single,Less than $40K,Blue,36,4,3,3,3790.0,1588,2474.0,0.535,1437,35,0.295,0.413,0.00030519,0.99969
5512,Existing Customer,42,F,3,Graduate,Married,$40K - $60K,Silver,30,5,2,2,11243.0,1450,9592.0,0.608,3591,68,0.749,0.089,0.0001067,0.99989
5513,Existing Customer,37,F,2,Doctorate,Single,$40K - $60K,Blue,36,4,2,4,3095.0,1631,1596.0,0.618,4791,72,0.656,0.588,0.00053052,0.99946
5514,Existing Customer,57,F,3,High School,Divorced,$40K - $60K,Blue,36,6,3,3,1995.0,1470,315.0,0.848,4340,70,0.521,0.852,0.00019311,0.99981
5515,Existing Customer,33,M,2,Graduate,Single,$80K - $120K,Blue,17,5,2,4,6613.0,1843,4976.0,0.735,2692,60,0.562,0.216,0.00030652,0.99969
5516,Existing Customer,52,M,0,Uneducated,Married,$120K +,Blue,37,5,2,4,3704.0,2515,1956.0,0.706,4111,87,0.605,0.527,0.00029889,0.9997
5517,Existing Customer,51,F,2,Graduate,Single,Unknown,Blue,41,4,2,2,6618.0,983,5814.0,0.54,1123,49,0.365,0.112,0.00011382,0.99989
5518,Existing Customer,50,F,1,Post-Graduate,Married,Less than $40K,Blue,36,6,1,3,2851.0,1165,1176.0,0.712,1557,37,1.375,0.498,0.00010051,0.9999
5519,Attrited Customer,42,F,3,Post-Graduate,Single,$40K - $60K,Blue,44,2,3,6,1926.0,0,1566.0,0.76,1634,32,0.5,0.0,0.99944,0.00057063
5520,Attrited Customer,60,M,1,Post-Graduate,Married,$60K - $80K,Blue,51,3,0,4,1660.0,629,1372.0,0.655,1993,46,0.536,0.225,0.99615,0.00384307
5521,Existing Customer,61,F,0,Graduate,Single,Less than $40K,Blue,48,4,3,2,4102.0,2254,1927.0,0.56,2214,45,0.461,0.574,0.00015135,0.99985
5522,Existing Customer,27,F,1,High School,Single,Less than $40K,Blue,13,4,3,3,1438.3,0,1438.3,0.618,2654,53,0.635,0.0,0.00027604,0.99972
5523,Existing Customer,50,M,1,Unknown,Married,$120K +,Silver,39,3,2,1,34516.0,2517,32198.0,0.85,4945,77,1.024,0.073,5.122e-05,0.99995
5524,Existing Customer,57,F,4,College,Single,$40K - $60K,Blue,47,5,3,3,2287.0,1386,993.0,0.678,4078,67,0.592,0.583,0.00029735,0.9997
5525,Existing Customer,40,M,3,High School,Married,$40K - $60K,Gold,29,6,1,3,14981.0,0,14686.0,1.053,3621,77,0.86,0.0,0.00013541,0.99986
5526,Existing Customer,48,F,4,Graduate,Single,Less than $40K,Blue,35,4,3,3,1438.3,0,1438.3,0.767,2502,58,0.849,0.0,0.00031726,0.99968
5527,Existing Customer,43,F,5,Graduate,Single,Less than $40K,Blue,38,4,3,1,2619.0,1721,759.0,0.613,4280,65,0.707,0.616,0.00011197,0.99989
5528,Existing Customer,36,M,4,High School,Married,$80K - $120K,Blue,23,5,2,3,23493.0,0,23493.0,0.832,3833,84,0.882,0.0,0.00019211,0.99981
5529,Existing Customer,37,F,2,High School,Married,Unknown,Blue,36,3,4,4,16632.0,1836,14523.0,0.887,3191,52,1.071,0.115,0.00056718,0.99943
5530,Existing Customer,57,F,2,Uneducated,Divorced,Less than $40K,Blue,48,4,1,4,2135.0,0,2221.0,1.026,4147,75,0.483,0.0,0.00015602,0.99984
5531,Existing Customer,46,F,3,Unknown,Divorced,Less than $40K,Blue,23,5,1,4,6081.0,1654,3355.0,0.713,3757,57,0.714,0.265,0.00018025,0.99982
5532,Existing Customer,43,M,3,College,Married,$40K - $60K,Blue,32,2,1,3,4802.0,1079,3035.0,0.763,8210,86,0.508,0.261,9.344e-05,0.99991
5533,Existing Customer,37,M,2,College,Married,$40K - $60K,Blue,28,3,2,3,9483.0,785,8819.0,0.849,2713,71,0.541,0.069,0.0001861,0.99981
5534,Existing Customer,37,M,2,Unknown,Single,$80K - $120K,Blue,26,5,2,2,22212.0,2014,29881.0,0.632,3364,60,0.667,0.096,0.00012511,0.99987
5535,Existing Customer,65,M,1,Graduate,Married,$40K - $60K,Blue,56,4,3,1,4919.0,2317,2694.0,0.647,14810,110,0.784,0.455,0.00010182,0.9999
5536,Existing Customer,39,F,3,Uneducated,Divorced,Less than $40K,Blue,31,3,3,3,1993.0,0,1702.0,0.478,1277,33,0.8,0.0,0.00032255,0.99968
5537,Existing Customer,62,F,1,Unknown,Divorced,Less than $40K,Blue,54,4,2,2,2249.0,1579,837.0,0.642,1517,39,0.591,0.671,0.00010983,0.99989
5538,Existing Customer,50,M,2,Graduate,Married,$40K - $60K,Blue,47,1,1,3,13973.0,1823,12766.0,0.752,5507,90,0.706,0.113,9.263e-05,0.99991
5539,Existing Customer,54,M,1,Graduate,Married,$120K +,Blue,42,4,1,2,24635.0,1540,22021.0,0.759,1302,39,1.175,0.055,5.695e-05,0.99994
5540,Existing Customer,56,M,3,High School,Single,$60K - $80K,Blue,49,5,3,5,11416.0,1455,10437.0,0.906,3615,63,0.737,0.123,0.00086995,0.99913
5541,Existing Customer,44,F,3,College,Married,Less than $40K,Blue,31,4,1,2,3092.0,1209,834.0,0.776,3976,73,0.758,0.632,5.726e-05,0.99994
5542,Existing Customer,37,M,2,Uneducated,Married,Less than $40K,Blue,18,3,1,3,7949.0,1793,5286.0,0.798,15168,110,0.884,0.202,9.504e-05,0.9999
5543,Attrited Customer,65,F,0,High School,Single,Unknown,Blue,56,3,6,2,8953.0,1310,6228.0,0.903,2936,39,0.733,0.202,0.99555,0.00445406
5544,Attrited Customer,55,F,2,High School,Single,Less than $40K,Blue,36,2,3,4,1659.0,0,1752.0,0.745,2466,42,0.713,0.0,0.99817,0.0018368
5545,Existing Customer,49,M,2,College,Married,$120K +,Blue,38,4,2,2,2319.0,823,1371.0,0.819,4196,70,0.75,0.415,0.00011066,0.99989
5546,Existing Customer,62,M,2,Graduate,Single,$60K - $80K,Blue,36,4,3,2,13760.0,1663,12048.0,0.397,4381,71,0.69,0.151,0.00017987,0.99982
5547,Existing Customer,39,F,2,High School,Divorced,Unknown,Blue,37,6,2,1,2741.0,1307,1079.0,0.768,4905,77,0.444,0.536,6.682e-05,0.99993
5548,Existing Customer,55,F,3,Post-Graduate,Unknown,Unknown,Blue,36,6,3,4,5076.0,0,4676.0,0.92,4848,79,0.511,0.0,0.00068191,0.99932
5549,Existing Customer,39,F,1,Graduate,Unknown,Less than $40K,Blue,30,5,1,1,5205.0,0,5245.0,0.588,3293,78,0.652,0.0,3.112e-05,0.99997
5550,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,46,2,1,2,4134.0,2146,1389.0,0.762,8434,103,0.786,0.661,5.296e-05,0.99995
5551,Existing Customer,36,M,2,High School,Married,$80K - $120K,Blue,29,2,2,2,11011.0,2407,9540.0,0.874,12637,126,0.833,0.274,0.00011385,0.99989
5552,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,40,6,2,5,1937.0,1106,551.0,0.548,1659,47,0.333,0.703,0.00058491,0.99942
5553,Existing Customer,48,M,3,Post-Graduate,Married,$60K - $80K,Blue,38,6,3,2,2998.0,0,2658.0,0.716,4489,70,0.665,0.0,0.00022578,0.99977
5554,Existing Customer,33,F,2,Uneducated,Married,Unknown,Blue,25,2,2,3,10319.0,542,1590.0,0.936,4489,87,0.723,0.118,0.00019683,0.9998
5555,Existing Customer,39,M,1,Graduate,Married,$80K - $120K,Blue,24,2,2,1,9008.0,1133,8676.0,0.929,4305,86,0.764,0.172,6.053e-05,0.99994
5556,Existing Customer,38,M,2,High School,Single,$40K - $60K,Silver,31,2,2,1,15730.0,0,15961.0,0.811,14391,127,0.718,0.0,6.657e-05,0.99994
5557,Attrited Customer,56,M,1,Graduate,Married,$120K +,Blue,37,4,5,4,6148.0,395,5288.0,0.64,2266,44,0.481,0.094,0.99866,0.00184311
5558,Existing Customer,49,F,3,Unknown,Married,Unknown,Blue,42,6,3,3,5343.0,2219,3495.0,0.759,3532,65,0.567,0.404,0.00034503,0.99965
5559,Existing Customer,46,F,3,Unknown,Married,Unknown,Blue,31,6,2,1,1438.3,492,861.3,0.753,4206,85,0.771,0.428,7.849e-05,0.99992
5560,Existing Customer,43,M,4,High School,Married,$120K +,Blue,36,4,4,3,5786.0,766,4759.0,0.708,4479,97,0.878,0.167,0.00034503,0.99965
5561,Attrited Customer,43,F,4,High School,Single,Less than $40K,Blue,26,6,3,4,4668.0,835,3244.0,0.451,1931,43,0.668,0.134,0.9987,0.00169722
5562,Existing Customer,35,F,1,Graduate,Single,Less than $40K,Blue,20,4,3,2,2645.0,1326,1009.0,1.052,2788,73,0.82,0.568,0.00016886,0.99983
5563,Attrited Customer,49,M,0,Graduate,Single,$60K - $80K,Blue,42,2,3,4,8461.0,0,8479.0,0.716,1617,39,0.724,0.0,0.99816,0.00184331
5564,Existing Customer,45,M,2,High School,Single,$120K +,Blue,34,1,1,3,34516.0,1661,32815.0,0.858,14060,24,0.877,0.047,9.005e-05,0.99991
5565,Existing Customer,63,M,2,Graduate,Married,$80K - $120K,Blue,51,5,2,2,13302.0,1612,11380.0,0.764,1455,25,0.6,0.138,0.00011382,0.99989
5566,Attrited Customer,48,M,4,Graduate,Married,$40K - $60K,Silver,43,3,3,3,26988.0,0,25899.0,0.477,1551,28,0.457,0.0,0.99641,0.00329074
5567,Existing Customer,31,F,0,High School,Single,Less than $40K,Blue,36,4,2,2,2917.0,0,2811.0,0.734,2479,88,0.464,0.0,9.725e-05,0.9999
5568,Attrited Customer,52,F,2,Graduate,Married,Less than $40K,Silver,26,1,2,2,13222.0,581,12301.0,0.657,7486,69,0.721,0.026,0.99136,0.00865
5569,Existing Customer,60,F,1,Unknown,Single,Unknown,Blue,50,3,3,2,3695.0,2075,1757.0,0.629,1269,31,1.042,0.557,0.00018731,0.99981
5570,Existing Customer,46,F,1,Graduate,Married,$40K - $60K,Blue,34,3,1,3,2940.0,1283,1373.0,0.688,4398,64,0.84,0.482,9.195e-05,0.99991
5571,Existing Customer,38,F,1,Graduate,Married,Less than $40K,Blue,30,3,1,3,2690.0,2517,329.0,0.606,4559,86,0.586,0.89,8.195e-05,0.99992
5572,Existing Customer,33,F,1,Doctorate,Married,Less than $40K,Blue,25,5,4,4,3698.0,2517,1365.0,1.249,2363,53,1.077,0.659,0.00076847,0.99924
5573,Existing Customer,35,F,0,Doctorate,Married,$40K - $60K,Blue,21,5,3,3,1438.3,629,643.3,0.672,5010,66,0.73,0.578,0.00048435,0.99952
5574,Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,35,3,2,0,2801.0,2457,623.0,1.06,8690,86,0.65,0.774,4.663e-05,0.99995
5575,Existing Customer,61,F,0,Unknown,Married,Less than $40K,Blue,56,5,3,1,1655.0,656,1119.0,0.748,4953,58,1.008,0.422,0.00011243,0.99989
5576,Existing Customer,30,M,2,College,Single,$80K - $120K,Blue,30,5,1,4,2208.0,2212,300.0,0.8,4676,70,0.521,0.844,0.00015205,0.99985
5577,Existing Customer,55,F,1,Graduate,Married,Unknown,Blue,49,2,1,1,3323.0,1845,1638.0,0.761,4965,82,0.906,0.526,3.421e-05,0.99997
5578,Existing Customer,52,M,3,Uneducated,Married,$60K - $80K,Blue,40,5,2,4,5340.0,1634,3879.0,0.633,14239,124,0.714,0.333,0.00038044,0.99962
5579,Existing Customer,32,M,2,Graduate,Married,$80K - $120K,Blue,27,5,2,2,4269.0,0,4203.0,1.1,3621,80,1.053,0.0,0.00011382,0.99989
5580,Existing Customer,58,F,2,Graduate,Married,Less than $40K,Blue,55,3,1,0,3792.0,2460,1600.0,0.547,4377,85,0.977,0.611,2.531e-05,0.99997
5581,Attrited Customer,38,F,3,Graduate,Single,Less than $40K,Blue,25,4,2,1,1438.3,0,1431.0,0.386,1884,44,0.657,0.0,0.98629,0.01371
5582,Existing Customer,52,M,3,Doctorate,Married,$40K - $60K,Blue,43,4,2,5,2152.0,1140,1592.0,0.896,4194,74,0.617,0.486,0.0007809,0.99922
5583,Attrited Customer,55,F,1,Unknown,Single,Less than $40K,Blue,38,3,2,5,5330.0,0,4631.0,1.064,1022,37,0.552,0.0,0.99891,0.00299775
5584,Attrited Customer,56,M,2,High School,Married,$40K - $60K,Blue,32,2,3,3,4158.0,1000,3278.0,0.61,860,28,0.833,0.127,0.99631,0.00368758
5585,Existing Customer,42,M,3,College,Married,$80K - $120K,Blue,38,4,1,0,9178.0,1147,7455.0,1.408,1915,56,0.944,0.187,2.723e-05,0.99997
5586,Existing Customer,42,F,5,Post-Graduate,Married,Less than $40K,Blue,43,4,1,1,5803.0,705,4235.0,0.545,3555,69,1.453,0.204,2.417e-05,0.99998
5587,Existing Customer,39,F,2,Unknown,Single,Less than $40K,Blue,32,3,4,1,6896.0,1338,5458.0,0.705,2057,58,0.599,0.259,0.0001373,0.99986
5588,Existing Customer,49,M,3,College,Married,$60K - $80K,Gold,30,5,1,2,34516.0,1704,32905.0,0.837,13594,100,0.792,0.056,6.125e-05,0.99994
5589,Existing Customer,40,M,3,Uneducated,Divorced,Less than $40K,Blue,28,4,1,5,5901.0,1161,4107.0,0.553,3045,71,0.695,0.188,0.00036176,0.99924
5590,Existing Customer,48,F,4,Graduate,Unknown,Unknown,Blue,40,3,1,2,10216.0,904,10199.0,0.465,4229,70,0.688,0.107,5.196e-05,0.99995
5591,Existing Customer,47,M,5,High School,Married,Less than $40K,Blue,39,2,4,4,4585.0,1910,2756.0,0.777,8287,82,0.64,0.311,0.00053292,0.99947
5592,Attrited Customer,51,F,3,College,Single,Less than $40K,Blue,36,3,3,2,2836.0,1741,447.0,0.613,2383,38,0.4,0.843,0.99458,0.00542
5593,Existing Customer,45,F,5,Unknown,Single,Unknown,Blue,35,5,3,2,5096.0,0,4196.0,0.89,4173,70,1.177,0.0,0.00020712,0.99979
5594,Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Blue,36,4,1,2,11892.0,0,10262.0,0.782,1241,23,0.556,0.0,5.715e-05,0.99994
5595,Existing Customer,33,M,1,High School,Married,$60K - $80K,Blue,36,3,2,2,10876.0,1450,9016.0,0.469,2295,44,0.445,0.157,0.00010386,0.9999
5596,Existing Customer,45,M,2,High School,Married,$60K - $80K,Blue,28,1,4,1,22156.0,1928,20358.0,0.847,3812,70,0.657,0.089,0.00013948,0.99986
5597,Attrited Customer,44,M,2,Unknown,Single,$120K +,Blue,38,6,2,2,6528.0,0,6528.0,0.441,1600,38,0.421,0.0,0.99238,0.00762
5598,Attrited Customer,37,M,3,Uneducated,Married,$60K - $80K,Blue,24,2,2,4,1557.0,0,1522.0,0.803,2459,43,0.75,0.0,0.99686,0.00314197
5599,Existing Customer,42,F,3,Graduate,Unknown,Less than $40K,Blue,34,5,3,4,5472.0,1768,3624.0,0.423,3312,56,0.412,0.312,0.00053543,0.99946
5600,Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,24,3,2,2,2395.0,1970,971.0,0.91,4007,74,0.952,0.662,0.00012144,0.99988
5601,Existing Customer,46,M,3,High School,Single,$80K - $120K,Blue,35,5,2,4,2169.0,0,2064.0,0.686,3017,84,0.971,0.0,0.00032942,0.99967
5602,Existing Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,36,4,1,4,5114.0,1151,4177.0,0.384,1575,37,1.278,0.105,0.00016389,0.99984
5603,Existing Customer,65,M,2,Uneducated,Divorced,$40K - $60K,Blue,36,5,3,3,1438.3,700,518.3,0.772,4531,93,0.72,0.591,0.00021194,0.99979
5604,Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue,27,6,2,5,1438.3,0,1438.3,0.973,4510,79,0.641,0.0,0.00088676,0.99911
5605,Existing Customer,52,M,2,High School,Married,$60K - $80K,Blue,43,2,1,3,4029.0,1323,3217.0,0.565,4422,71,0.773,0.243,9.603e-05,0.9999
5606,Existing Customer,42,M,1,Unknown,Married,$40K - $60K,Blue,34,2,2,2,3461.0,1505,2170.0,0.846,8276,84,0.669,0.387,0.00010056,0.9999
5607,Existing Customer,49,F,3,College,Single,$40K - $60K,Blue,36,3,3,2,5290.0,1627,3534.0,0.891,1781,49,0.915,0.266,0.00018146,0.99982
5608,Existing Customer,38,F,3,Uneducated,Single,$40K - $60K,Blue,36,2,1,3,5568.0,1475,4818.0,0.938,4439,74,0.902,0.285,9.883e-05,0.9999
5609,Existing Customer,46,M,3,High School,Single,$80K - $120K,Blue,38,4,2,1,1731.0,1295,212.0,0.5,3854,71,0.71,0.839,9.863e-05,0.9999
5610,Existing Customer,47,M,4,College,Single,$60K - $80K,Blue,40,4,2,2,17328.0,2517,14408.0,0.618,3239,50,0.614,0.172,0.00011605,0.99988
5611,Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,26,1,2,3,15549.0,2233,12107.0,0.729,7949,96,0.69,0.193,0.00010519,0.99989
5612,Existing Customer,47,F,4,Graduate,Married,$40K - $60K,Blue,37,6,3,3,5963.0,2300,2923.0,0.571,1914,58,0.24,0.32,0.00031721,0.99968
5613,Existing Customer,31,M,1,Uneducated,Divorced,$60K - $80K,Blue,22,6,5,4,1926.0,1590,85.0,0.843,2054,48,0.482,0.825,0.0005073,0.9995
5614,Existing Customer,49,M,3,High School,Divorced,$40K - $60K,Blue,45,3,1,2,4771.0,1930,2586.0,1.545,1170,21,1.332,0.455,5.355e-05,0.99995
5615,Existing Customer,35,F,2,Uneducated,Married,Less than $40K,Blue,36,4,1,3,2741.0,2462,28.0,1.151,2566,49,1.05,0.93,0.00010183,0.9999
5616,Existing Customer,44,M,3,Uneducated,Single,$120K +,Blue,36,5,1,1,27951.0,1547,25827.0,0.478,3664,71,0.825,0.069,3.068e-05,0.99997
5617,Existing Customer,45,M,4,Graduate,Single,Unknown,Blue,36,4,3,2,9319.0,1254,8107.0,0.539,1353,38,0.55,0.147,0.00018864,0.99981
5618,Existing Customer,40,M,5,Graduate,Single,$60K - $80K,Blue,25,5,2,2,6375.0,756,5799.0,0.75,4069,85,0.405,0.108,0.00011369,0.99989
5619,Existing Customer,59,M,4,Uneducated,Married,$80K - $120K,Blue,36,6,1,3,23935.0,1706,22307.0,0.907,3247,83,0.544,0.072,9.983e-05,0.9999
5620,Existing Customer,53,F,1,College,Single,$40K - $60K,Blue,39,3,1,3,2876.0,1275,1005.0,0.777,4845,73,0.932,0.591,8.453e-05,0.99992
5621,Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,42,3,1,3,7935.0,886,6007.0,0.704,1509,45,0.571,0.156,9.612e-05,0.9999
5622,Existing Customer,48,M,3,Post-Graduate,Single,$60K - $80K,Blue,34,4,2,5,15023.0,449,15438.0,0.715,3368,69,0.6,0.031,0.00055097,0.99946
5623,Existing Customer,43,F,3,Graduate,Unknown,$40K - $60K,Gold,33,4,3,3,23981.0,0,23721.0,0.791,4006,82,0.683,0.0,0.00037997,0.99962
5624,Existing Customer,54,F,1,Graduate,Single,Unknown,Platinum,36,2,3,2,34516.0,1904,32411.0,0.657,7435,81,0.723,0.065,0.00010384,0.9999
5625,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,30,5,2,2,2697.0,891,1799.0,0.572,3746,84,0.467,0.328,0.00011814,0.99988
5626,Attrited Customer,44,F,3,College,Married,Unknown,Blue,36,3,3,2,6219.0,1733,5420.0,0.753,2453,47,0.633,0.156,0.99452,0.00548
5627,Existing Customer,44,M,0,Uneducated,Single,Less than $40K,Blue,35,1,3,3,6385.0,1268,4964.0,0.698,14892,104,0.748,0.134,0.00025321,0.99975
5628,Existing Customer,43,F,3,Uneducated,Single,Unknown,Blue,30,3,2,1,2449.0,0,2545.0,0.596,4291,50,0.512,0.0,7.387e-05,0.99993
5629,Existing Customer,35,M,4,High School,Single,$80K - $120K,Blue,19,4,2,3,34516.0,1653,32762.0,0.546,2619,76,0.8,0.047,0.00019517,0.9998
5630,Attrited Customer,47,M,3,Graduate,Single,$60K - $80K,Silver,23,5,2,5,28454.0,0,27087.0,0.407,1768,33,0.4,0.0,0.99638,0.00301211
5631,Existing Customer,33,F,3,College,Single,Less than $40K,Blue,31,4,1,2,1944.0,1386,659.0,0.729,3924,83,0.764,0.63,5.555e-05,0.99994
5632,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,40,4,1,3,9929.0,2307,7116.0,0.916,16693,122,0.683,0.221,8.695e-05,0.99991
5633,Existing Customer,29,M,1,Uneducated,Single,Less than $40K,Blue,18,4,3,3,6590.0,1421,5014.0,0.783,14246,107,0.815,0.175,0.00029196,0.99971
5634,Existing Customer,58,M,1,Graduate,Married,Less than $40K,Silver,33,6,3,3,12935.0,1791,10437.0,0.526,11593,110,0.667,0.118,0.00027604,0.99972
5635,Attrited Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,32,5,3,3,6227.0,777,4662.0,0.955,5519,59,0.785,0.169,0.99707,0.0029303
5636,Existing Customer,45,M,2,High School,Single,$60K - $80K,Blue,36,5,2,2,15551.0,1603,14088.0,0.712,4080,63,0.693,0.139,0.00011065,0.99989
5637,Existing Customer,44,M,2,College,Unknown,$60K - $80K,Blue,39,5,2,2,2785.0,807,924.0,0.741,1368,29,1.374,0.456,0.00011486,0.99989
5638,Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,47,1,1,2,34516.0,2517,32009.0,0.582,15050,110,0.727,0.067,5.706e-05,0.99994
5639,Existing Customer,46,M,4,High School,Single,$120K +,Blue,36,1,1,2,32796.0,1527,30718.0,0.777,4241,83,0.733,0.061,5.795e-05,0.99994
5640,Existing Customer,45,M,3,Graduate,Married,$120K +,Blue,40,5,3,3,34516.0,1755,32342.0,0.556,1686,45,0.536,0.068,0.0003139,0.99969
